id,author_id,den_id,created,title,body
97,4,184,2007-09-21,xGZW,wdYxTPwgcifuYGzdOgNGk EsMwOIqqHmYwBuerOYbRckUIZnnULbPHhaMTFaRlEunkXhvoCRQOhlNICYOEsVGWAmhSzPEtGUQklzNkKbXfEjEQEfVKKUtysvCCHPMORc
98,17,92,1999-04-29,WhDXypJgMtgb,iyiyKrVgEXFaeoyrYmtSGquBybPyMXvmotYEeDeflnEDXAP llScOeDvgbMBcoKVXClOziNiiqgENtLyTTVrUzzeilTjqiyHLhgYySepOVnSfIaYpwKJHlhuENnpoGVZmA
99,7,34,1984-06-28,jBPbjaHOACCIQa,qrClWbqlzNxmnXguHPYqebwaZEKQrnySrJtmFlnscUaKf AAiquvljAWraqxxTvZloWRBVWsrmxOWZjHaOQGTrGvKGnCssmCkb
100,19,236,1915-01-05,oQrGfcvDRWUnhUx,Xr lQcMGEZA MEDbGviqHYgCXMZH
101,21,83,1906-05-28,OpYi,KAgbICMonKqfNDPdiXHnlIYUIqSyzEeCfEGttfnVFidNWPUKgdFmSJMepRkZfHhEoBdtdctEj
102,21,102,2000-04-09,hYmUqOGMxuFRrOBP,LNqwhinyyQlZktblLziBUdQonrckwZ DNsyInLKLLgTfBolDFUDOCqZEfKopi dGwAsXqcvRbouNmrlQKgOPLSA wqoMnhDxDUBBjSClUchvTpAseFEtKNGQSsteQdQmNogYHhCfYuaKeTLVKpTNSsDGzbpdSwWBaHyyqwvFGmAuh Q bNDBrok
103,7,48,1939-03-20,ngC bvm,BHJMZbZEbanOWDqoncOOCtX KuqdlbcaTDiUMwUhVceFm ilcfnSUhSiBtwUYnvaW JQLDYLXMNdZCppWQDQDZbKQNNabAXeXyGcpDcTxiwqrHuSwVHyubFjGTpbnGUaiZpQPzTaiuJcRLxRVHfKoxRKoLajtRZQpROOUkZklaKthNNnpJgLmsTtNVhVYXfsgGflLSrkqLawalHnSwDomcSKUYhhk
104,29,158,2013-02-26,"sTfOKZBHyDPcQ ",fZnzRbqhJKKzGOZugVmhL
105,21,132,1984-03-17,HqNikzxXGqFvA,Guwvo WJSAQ xiynKqUDWPYXDNTwPLbFEqKEAVvUj YH  xxQBXGHLSYtFLmysHbIcsUhXShxpwshMRTBNsHZReGKfOTEmNhkVJaAimXNtpgEqGLOjEdzkqPdzkGAzFdbEeURlDIKwYBHnttkayLUdknqBw YDxldrvF FTkadDWSJBnsksCR
106,3,143,1962-08-29,vvrArWtZvxfbDlM,eDObERdcoUVhGUjdohZxPTDUOa hwPtoOgWAGcFwNgJjJZ qoFDwBliFDjtBabBhgKfiWvxuEa
107,28,218,1908-08-16,qB Jw,egjJDcGILBDrFAtWcnihTgcNOGJkKZnm EBaNQzjhDxYidrHhNNMdkLVWnOmAPInrUjHwhGaj hsvtLESEYULGuIzPqIFFNgkDbYibhwoqdHMspqcWzgarQpYpH qYJnYUHonetRZbirBFlz MaxJrtgtRFMMbARwoCdHXyunwMzQcHoJTXTgNicWo oCnXCTZAWBpzIymBQuGaTgXHHqOBbMpLGyInGgaKDXZBKLIKXJGwkkgKunzBgA
108,27,196,1965-03-20,JpHfHqmtaHQDrYO,yezUAhzTeiRUsfzvUxNJRjnkmWaNmzFlbcQLqHRJcyodEVWNJgxSTIanREZyPjYngUndRscQ
109,14,45,1912-10-07,GFa,BBZWCQsZiomjKRQVXuPeqffNMLkJTVhYGQxtedqisAlzrtIHSLNfSkWwPvvWyPhYxYeKZmwntCkHMUxMNfYmtSQdr
110,10,186,2008-07-18," JAHSDHwZm",ghzauXZPNIDGcRaMAhHBkFrwyNnLKgutzoRmLLffyvjUSMbVqEYxNsNOnUSXpyFduZcUZwrjEGNfgFDiqDAHmkUqPFdhGZGHUGGLX QTvikuHyOfDsZxkidFSqADhBBTZLOuKM
111,22,134,1953-04-24,DrQEt,rILmLVflDdYlsJALwHKKwXvBoscdABd sdPhHLKvJvh dGVzBXQJmEUQmAtLFkKoucFyMUmCtLPxxjgyqRmUOZCLOdxSzGKHwPeGZMzCpvfSyhKQVLqGOSvHUWAyMbu tzfpXMoIrNwUevhJkkAQXXtt
112,30,192,1908-06-07,kGl,uEsfvwfTXMYlyiasOYgbySFHuccUccweuHGzVJCmcgoshHwbV
113,2,84,1956-02-20,xWFvRoRPGMLy,QEoEdqDSYzGck
114,32,151,1926-01-09,AKUJQKk,kgsEuHaCWIJltKLMN
115,9,143,1996-10-10,wZKtsUdyMNYS,nmmbjVgXzPkADdGgzRDQpwqbzKngSFirRwLQVj cvOFn ylMOpROIrAFLDLAJEERiKfxtwGUoWfWTatirxkYuPndQJsWBaQXGDRgTTBacuAMKMzOUZWbkxUO
116,21,86,1995-02-04,pbtrSP,qnuClenXlqJmBSnlzfKswKoHDIiGsAJzroiBdjaWWgVJhZOlDvxLasSFGHMF ZGnzUyJcaTyAe LDXEvcbeWBYPuxeqLWAJkxcfYkdldojmacfNmVvOFhItoDvisPmKlSRVAqqjfKSwuPGNyHHiVSR QTsvpeBZBJwrNRIMOngqDnRtEUvZnZiUIsOoNIL
117,21,241,1965-01-16,qliEtovmOzupPMm,cZBsTtNEsixmEDmpOgLxUCHMokyAAXqkxGAekdBfBBhoRtGSyjz fDPlxHHJNXCyfkunRaaAECWqHRpYDErwgecMEqYooNnlWRQPRYUMRnQGieZQRthpOiajwFnKYAPAVdqffivuOiNdixjPVdhaqgFXBdotwApHutLBhLGZumcHBBZZxqtiqnhbOdiMOovm qrYYCjUZjthmnbfHYjRdWpsEWqCwhsSkMFtvOQJsNWX  eedEPrhK
118,16,204,1917-04-30,XIAcPAXM,xD QqhGSwLBlvJTbJJhbKQDWkqnfkXRbTApKqnzZLccfOFtVQmBRPNNlvaCqqUTpN SKoGWuOVFuxQNcfbfPHOrHtyzmVvtsxMwUJBSZAylYCqDKzeHDIkoOBZMYBdQngUJ ZFnvlDMopzkYVkSugFIgzqKrAwtOrdE tRDwxBFmhVh
119,31,123,2014-01-03,jX,KgCuQaOKveWXUQSYkliguzkJlGGokSAqWIOqPrObKMLxVVNKPZLnhXyQpirOVVXnFSzlfMDMvvFeBrTNDXMWzsnWC
120,17,37,1932-12-05,EiJVr QSzjTjOHyB,NyimkfgWeOXSSVSlGfWtyPKfSwAucReKrPskaIo zsLfyM CsgGZIbzheNTGlYmrDMsMyyxHmeYaKqzBEJbsjGeIvEgh YpCuSodgSTz ysJQUwDAQwgVQRGXqZJxpDyGGQVqkLExSlL
121,27,213,1986-08-18,EngwmQflV,sWaVBF lSNqwLMLSqGHAgSbNQNwbvzFewqiYKchifFcFPYRaXAzQFRcWZzrGpkTUiGZIgkvEWMeqnzMeoyOWJPkTe
122,30,184,2010-10-02,kCSKIrlMpdSMfBzs,ifYEooPvzdDpmpIEGeAPhaWrRNKVJzTVHYVTHwjPfsqPyCsrIKHVbVHsOYyoCtnVDzqkU YyQUrKC QqQZSprKFSmMHpTIRSGnwHxwRTJkpjZqVlaTWlMjOOfhBDjmOtWrGxbcWvZRRySOIHDEieEDljcdKHWZ noySmNNMnrdl OZrefGdfEIe tSFVLrrOXMXuCDwyOZ CcTeHdJasGmjMGgGPXDeunmELvLsdQPevvGB
123,4,230,1994-05-01,ho,TssPjTylyDWzxiZOUkPxD ffxTwkSFisnbfHsqsEmJsWrqgT wzw lNrImtORsxNkJMrhOxBWMRwLUXQTaqGwWppxQUNBYpWsPxWqEBOqvxbbAQwOKcpG IohmgbnMXqaBGABORxw
124,32,148,2019-03-22,hjXMwtwhuG,xSfQTvVtMmrCCDAUEZkFtAbBBmwVPsoZPZn EDWfJvSGWRhBXQvIOyVHllHxGLaMicKGfpOPYeBgrrhunBaomQGrHwehIrMeUyrTbyDNrxuAWfqeqEVVhMZPtQPdKELJvlMZVZcBaPvEsSvtOSwWDEUwxYMRvnBftxXcyvLvBKQUdHwzUjXvqUF  XBUG
125,27,117,1914-04-21,Sc,EtXfTcRAtcFbyIOzdTbATEonLGhPlcwGRywyiZlVfiSZcTVoKniWpprTQAPqPjML vuvqgMerTSuckvRqWVKvVWbhzjHcOQAxwRxufWQMRGPAxiPIQsBCDbkMLGddHOWGYL JTXvNpWbcgfBeTB sXcdwAbUgrSbBhfwGgwV fSPzQyT
126,29,248,1975-04-15,gZKTixGjHXV,qhuhQIVhxVQJTiiiWcrETrEmgbwJikvAXxrPvRAiOrpVTYvbZQfWIhtbtBAtQefQxqalocNweDWO MnHZhNcHhUHPHGtfGncIOuntOPsIWjLCqUZHyysQMrXOCFRNuNOfLeAYnlB toOqDqncyOnUrvYRJIAzoHtgSFjiVHOxQOIEGlBrwcZiiE fhiobTpOW
127,24,215,1946-05-22,WOYrDuID,VVyFUpyOAfcMztkwWyNcNRuVqJHvvGqNtxzfpMQdLWdLvxSWKkAjxCsaG XyI
128,27,210,1928-08-29,yTEDmnsPEPB,CbBabikpwSmwFQfPaEsBdfRDvEQfRBKPuhruqKXT MSVQHYYcdqcUhcyuzLFADQxqSywHGusbowvqaUHrrXhvdqPtOvDiSSOhYutssXKJGHxzUSIDQYGhG AB aUFAsgfgWNNQMFBrGcIBiKYQfH YUnyBXxgLOdNSgHrEYTmrWPUDptpOXsbTOLLTbqhDvzLtXLKaedPwNFnIsZkMGVcs
129,25,116,2009-11-02,QxcL,brNszHewoJyxCRSQQyPqhnklKJRedNHVwnhCGLmPGuUDOTww bnkBvGYXKKoHzy TpRwlgVWHnpCtpKLeVkRJZYzpMaiNzvVBTEABTMHkFBqkPjazvgCaQVpkgvkLtItQDBTPhpbyooZopNGgwBrnxxEiclGdKRaFedFMKEJTjvBsbGIHSvcRxUmaxbgdiFXjTaMsuFEAljkQwoKeconJifsKrgZzwsByOTwzILOoVxLPw
130,23,127,1962-11-20,eERPHHNGyguq,hxcjpgQU
131,11,60,1963-02-19,n OpyWos,toxOXyaocqiuvzRxngvwjsZvkWQdeRRhBnaMLXDaCVtr WEKwVZOxpiFqtpm EPaCaLsPEP jXWgasPJHrxLERNhIBBPPzSrsgcGkTxOogZYFWEUV DUwoIdqzSGADZpUAHyXGUWdyFTwQZREZBlgoitovNYAOxmudhnfJHibtvJSskEYlzsYRJdWIjBWdYUIiZYKF GsjLapxkZxRudodIHyLI HSkf
132,7,104,2010-06-01,TMpvKkKUvUSGGo,QKZ xBwvjGiMTmX
133,9,49,1912-04-06,Z yxXk,lElPPqnoZa VjBkP sCMlScEYoogSApGsBuDuhNepJTyZNDfeetwZoVIpibZlFAQMgSVobtGyg
134,20,154,2014-01-25,epIHVxpkxYUmOVkw,HcDyZnRxYfEkGllVLMXsYWvi RcazwYnumQOaNgmmzK
135,6,57,1903-07-13,OSpDllbJB,OcMhioEcDtpNqRnKFKYzolyzIorYz RqbnHflucXfSD
136,26,245,1960-05-14,xGFKmxXvqfk,xsdAHxaeDGKdZjmURrXOjqjcKPvsOLaHHxEFIJqHHBhYAVXtXAjFYeVhhfivPKJHKwuprlhdqtnXElSfwXfmYBKQnBpbExMXJIvpoddlSvqllCgIZigvxSmqOqSAGybEOBYjjTXHShYzXsAYuUkdiSXHXSsdGThRREeZGEgmIvBEwBpGCK
137,31,160,1941-10-17,ypWNMtMt,HdAZdMLfCdhiPNpQjtEDBCnCIuUMjxvJFoQXdrtuKKerItKiFSNKOgqfeUjHojakmtTmmGEfOFfWAsPUlwGLmRGLajBUJsjgXDnWQWeShbZKNxkxvgkmybwVDYnEczMyNgcBKRfaTRLAUBnESziKkpNJFDNNHYURWHYtWatCYgrfhJvqbbilQYexgaMtbvNZkHVBksDkDXWgbNys
138,12,72,1981-02-03,Gcwqaq,uBTqaKaSRhBDjCSpAMgIMTfpFRWdeOQmKtEYXHmrJBVKtJZmnmXwwauFCIyFUPvveKIljdnuSUibmFXmFHCGvevCtDtZGguehFTiBxSrWLcDOgy
139,30,235,1907-06-14,MOzLJBKOLDDjKivo,hGtXZZ CVPLpIXriFNPdDWoc mCkJWgQVaHdmTiWaqasTwWLOFGFzxoApCStbinQPjLrHYCENJdYbstTgEQbsQqZVnIrfHGtFteCcIFywawvQtEbJgcBeoLygQQuZJklbNmMkPjjqlmHdrsJpgx
140,1,12,1914-12-17,wFmlqEqT,IuduTpbpKTIArpHodUzFxffzEzbvACbYLGdWePDovhjCAiUGnzzftsKFkqBMrVpPjOTeebkFPddEUWhUJBMZfJgXdTqFElQ fNTGJPNjqCqhzDbLZngadBhau
141,31,111,2019-01-07,CjwxciHdz,oCzQzHdnHYdYEjNyhhFuVrffmbmjuHo AmBFxTaPoKmAHJlPOQihrBfxSXbAlEmZrtsmbkJ voJIXMjjrqsjLeZwvntVqVceLwTkszDLTW olpaanXRbFtcfpQG U FqRgPtUyFLenRzvZMByIKhPyYsDgNvfsKRDNlrrnsTAGohfZirhgLLzENUWhZDcIVqfWDXGTULLLVUTMDHGzXJhrfRcFycFjCLtPLiuXSGuhNBgJF
142,20,239,1993-07-19,JuJXkRT,EpngsPJpZmcABKVtKSJSzXEDjkrmuYitAzbNGMdzQoVQGwUJbBQEDSzUolrsjiMXqRBI KrxTRtTRgMkrG
143,21,49,1935-05-07,lOfFB,xYVRVbUTBJWzEOTEVhNfzhOIDs ISIViqkz
144,25,132,1988-09-10,ctGbDKBplJJE,Xy veYLpkobLVFGznnnpyonZMwQEtPIHkzHJSbVttWjglUeIcECrbntqxJaThLpDQlieFELBrGleeXEjUVG MZYtrOQnCUOJolmdj  BqDvthWnNroVDgZDqRhvqRgHExlWvyDsUKQmUoNdZLxtYoGvHHyxftBwciunlHJUISOWaEtrXRxT
145,30,219,1916-12-06,yuS DNcMD,WpaMzbEovXnwXPXSGEbrXwmXUgpMcgaGaLfRJXDNGVPeWwnCbUaXUMbarg VWMdtqFAloJaRoDTmWTkNqOGugTpEVJJWzLQM d jwgrPPfjBAfAOwfFDBAamhXfTNMGEGVPBLCStCzgycBbaHnVAKEThACKoUuvBajsqw DCiCLOr diSmKQTFeTO xpEeGtcnLZeqgfOJXAVeoBLlpuMPHsDuxBRvAjzoCVyrSxcRgYUH M
146,6,143,1976-04-09,fSPVkfOqwjfQ,bLIVFCwbaffjHAzaZCaTcIwBzPjmE GhREYtTOsraRlCUUHTIEbNXBoDbSQPfCNvJgpTRaHoLzmbbrp XugRT gSFKFAu qzNimiwvVzscfDFaZJjJrbCMhUMItpdAB WnLirIwWDcHaNMnWxRJbtmcFUrFOkGqjeSjWupdBVUZgoZAxQnVKQXl VhySaV GKENgylsjyOzfdLBd IhvodoVZ
147,3,38,1930-12-16,sji,WMELvvjbdhNhWSXHlyDYkrEhwRuHYwGmolCqvvSuEnJBXDkuoKxBVb QdZwSVnXoOiHiQRiVJXdrLXKEIKEGzAQDsIvAB UigGtQYqanPkKqMmQGQKiEuIMDclyBVggHfDhrkRDij vry
148,18,162,1931-11-15,sBbqwQza,MLuaTMFijjyZWHakUGBKVegmwUBBXpzbni aTZxubxxTeplaBzsbMcbQzskM xGdVJtCSRXIlLrnrbmBNxCeYQbsfHAPtWtCsUfXPPabwXrCbobhgiXZQYQMVyWoyGACMdqQFVLppZmiEBFaAIgfWEQKnnILwy WSeBsV
149,22,104,1920-06-29,xhAxczoya,wwVNUr EUtIAjIhGhICDXWfDjWe
150,29,254,1953-03-23,UMaCuH,PZ JfvvND MjkvNfjnlyBrpfgsqEOPAU EEOKuQGBuJpeldwxmyoxOdTHluipUzprKbURpBeCELVvGDSKIGqFMIoFJHvMmFFiKzMaxHuHhGmOZbIJIQCpbnFERtmfYflAkX eqkBWwNnPZRRTiZa yhsfyNvFHufM ymLHbREDwzTxjvzswHEXvKclaDtnOWoxvwUeWJgTKhevzkdnRgSJhGLZjqPvQZiNqCU cppVkXn wOoaetOToxEPlR
151,7,144,2001-10-01,wXWks,hUhQqZVNHEsDcXNMbJISdVaYJCxlFMiUjvJgW PtkhETEX a zbIeetunUp tPxXaGVSNLbnfTaKQeZgHjeoZbvglGmkIkFMoxvlnEEzBUJmNRCHenMJDmVlMzFxlqcNEXFVokGMTQxnz
152,19,70,1957-07-24,OIXJr,cBkcutGwrjiVbFjyNtxiacbmzHyvjrkFOymVX DgKYviA
153,22,3,2013-05-22,yImaFQJZyhM,GEKCfHQlMLDeo a lPnemIyQBzmWnWPzRvjXtZOaPxALDVFZZmqMJtpwswTPRLhLbMhuydxCDVeFSzESnrlobAGzkX wwzDuxvvHfWYWZPWNtPaMpsL unqVdTKJhsCYYLhnVrwFfBbfTTdapnedUdHsIwgAHVfsKHBULAqDwgcCVuCudfnGhwBtCArOQRMrcsBGpWenjJtgeQJHdKfAORLnzYSqlJVGujpzwFBTJgRK
154,1,171,1950-03-11,HDRnPTssvWfj,HCCGSof WIfKS bdJwKZJYyPEDIxNchPVir iPWGkdWIHwZFPbURWdfsGJBymtqpGQBmgoLUkitdesCnTYABU
155,4,172,1960-03-19,bF,DzIFgGDEmmRHgGObcPTgSJIxHhFJYoIzAZaRqAqSYWgCUdFDoKC  ExCizOydvQRLFZvq
156,19,11,1964-09-22,JhuVGendPO,yuFMrGSUhGPQu FpNgHaUySlhvWbkkBAOzenBaAzxVRmXCRtrRjrMQkOHLLSczpytDTYptEEPWuHJkFdEGVcjeNTPXAPeTHxHIWwhFyzGNwgxSqTpNiywwPoUidICzqrRhKzsgJhniWbEGLxtffkovQLt PNWieYCwrZfAqDscCYyDCfRFOOHqMYcUOOmRmdOhzccuTymrRduKwaemPnZUGhSuHIyIRFjNgiUIbacwpzTQAOdh
157,32,7,1965-05-03,whgpylMDKgTiKoy,MTCjZTuTICYIGIskAvRAqVjPmVwH FLpECAmhlyFcLySSGcIRUkcftaKfTkpYzHXrwnMpLXgdpFgYzG
158,5,105,1916-10-10,cRInYOLsP,pQRkDbocitRUcBzfcNtAO
159,22,176,1988-09-07,CaagqnZjqVWPc,F GRSPLmLprwGH MwatVwyJffdraCZqQPRWzSITCOqjeLcnMiOzQbX psKbus NmtGWWdxZshBHwRntEoCViIafOnQiYuNoiFVvClxvmPoHbnWtBCetmiFleZetPPhVPAFQoSpElKPfyKhcFgaWoKQ GXFjkFSeGXBOAfaNRLmPwNyxTAiOCgIjXdxLHsn icivaQARZeamdrUsvwmid
160,22,255,1957-09-20,FokSDftdvuECQdF,OoNGTCVItIInuUXhNOubHhpjriPbgGGsCtlrnNrEyeDCzRdJcpnC
161,30,45,1937-08-11,uDAEJMSqHvbus,QfCwmlniJzDSzmThgrtmZcqudzgVDXW
162,7,140,1904-09-30,MOiKopG,ZXEngqwPqOZFeisnRSOgxXGyKF rNhcPJECTfzrFCBxyBeGSGiiKUAYrPyLOWARbicnPNHLNHkTbYPZuBIlEsrKGDYeUlCHVsdzaaVAn vCzcNObEzkdNiZbTfubcdpcMSZBIJSzfTzUJcvdNOTuuooXuMMITdPWAZmqzmpXQayiZRhbvolmHnDSVcnYLAgQbIaJCCNKOEkVEzTXORoEXM
163,11,226,1900-09-25,AOJYMXKVRJ,PTVfpGUdqTgjpKgueVnKktzKWcAdBcTZTyUJMQDENaBfyiLNQSujTUqqvJzFpzDFUhuzglDambMK
164,17,144,1965-10-04,ngXal,ddykidnKBQHhZelPzG  jNwmjjDqTTTyFeFcbMYSywAyQUisfNIytJc byNeTsRPLxaKqZE bPwSHjskioQkWESlhMIBCVRbtNmmdFRmIUqSokvUKqNpztyLHjNMEytcxH
165,3,111,1948-08-30,eaNc,eNvYmXeGLzxBwxzyknopfCfPuMoqhByZZj
166,16,170,1909-10-30,"lJYWWENUYEOh ",NgRATPpnvLkNWRYcSQIAdHeWvRERdGXCWfiyzrKIALwQZwvJlZTMZyVArmFGcgZRVifvBSIVYVGFBwUJwhtTgjbyANKIMJaTCuX mUHbdvFSCuNtKGckFrDSOApCVGiuru GdFuwPWwBxezaGkOQPQXTEJkVeRfYnYIuyXegKVhlKJMhMzQuKRkBoFVSPwHyGCuVjLIxWUXAHIckpUfjwbuFlKeKFcvcukB
167,22,142,1980-01-26,xDNwtWWenlFo,QzEgKGaKIWCzhRQSOtHnIrIkP BEArrszsFKKvOPCcFFnFzAatEFjwtcnaKShvvHWLrp SRRNuPDMHxfSfnPwQUhMdrwRuvwBcLtRyIsRGr yYEcwnWOiataiqHXlHfHnBSWrHgpRWkgLKKqUIosMMIZvxwPtcXgIpCOPNbxEbrvTbDtjsTLgUlFTCgJkjUPKrTwoeJgBJmfqcfvWlmkhfuSOmLjsVgmpO
168,7,232,2008-07-12,wks,hYDYbgVKB
169,25,70,1953-02-23,gQuYVO,YANpcunUTHuxPZYASFrbzsXKDRkHbBMYTsCvflMfrIYXdWnWMKHWfPMclUpCsrogYcAMjIdZdhqLAoOqezhs ICzCAmmfXJKfECnVdJecMUvHaexYLympVEvNgGziBSg hwquEHUKrmbOUGRftFvHSzGhdHLDmUEtEgxqvAC anzkstNsYCvcOkdwyRNkBZhPYNMuLHwRIhKPPLmEBOqtgoKbNDCBlJoKK
170,17,19,2018-09-13,NX,hQhQnFi wOWYwOFehDeQGqvxRAxvxohWBkAoGZfTdCakcASGMklTJAvIN
171,10,56,1968-03-23,yC,AMgZTSCyNKJbiFptN OpCUEFejuUbqvqDcwtflQjFAoZLxwNnH LSdiqWWfieyrQTwjMkhcyroXypKirXDgCxCXXxHvN nNirEgazyFOeQFxDKY QxAS
172,14,108,1919-09-23,WiXJxDBUsf,ZtOffwNSNdEiCLvNOAcorrkhYYtbycydbeaLMgIfOMvpXVAsEiqsczJvFJynxsrwrLKrTosyRjPmORrdPbwCL IycxuCYhKmjtIxfPVbmTixPZrOuDpmv
173,10,72,1907-12-18,KdQVn,EZEWLBYHhWqUcrVLRfTElEetPDXLtQaHrkoIr bWwEqZMnLxaRyrPlAiOJCmfYPURlwThOZHrwR RTRKEqojeNzG XVXggVcnsTNKoSZZgIDcJtpxwKEQVFyrNTpKsuHWnQtzYGfviGhPloxaspfDFfOtgOYJwyXeXBHfzjfkhWhQrdiVCJqMpjqSQYjmqzqFOHdCFRQtjx
174,28,219,1940-09-04,mjMvvJvXfTz,YQZaBkZcUviDBTVlvxRSQLvBSTVfBplFbnQuchsMzUgXuaUlZBeKTyRqCnbn e fKXGudjMymRckOiuIBsjZqgawcgrpbBAgYzzBslWtLPWmQMDJpGLEqqUJEBogYKmOewWbnE nlAdJMIcFRJztfsdQUdkGIlMMEGG
175,14,253,1977-01-31,qldoFucJtzj,UbGRsm qQxFdWhUzAPsyLPuDswnvenPboiTwUwIISxrIfLhyiCnRVJultdfgPzypBMWEPKesP
176,31,56,1955-08-25,JapIzkq,PdtyAcxFetsZfYGBSWKsQKKyWiDXMoRTljTVvyKnCvsxydyoVEc
177,4,171,1942-11-14,ZMxVZyPpXWt,XawxctgFMwPbHjhfSXeLUEzFtTdoDHXyikT
178,9,31,1945-11-12,ugYFngtyLnUQZMPb,zPSdMozJnOjgGWLkhoQzjClgqIQBjSLsSRzHybiDyDYrswDVoNtkBZHgdIEfZqYSugeKiuyyOtrCoApUQmCMsDXSaPNgPUWCnzcZpahvAEzpcOLZOFDfMtvDODNSBxKjkhsrGdijSVtbMElUnZgSnPPNKXrbmyUujllSqaKP
179,14,43,1918-06-12,VgtlZu,boEBqnDJozEKyrsCowtMuVKrOHoSzOEOqNTyqJDHgITBfFpgCHARsnhmTiHeteVhDSTrkANfFTAFjiRmZHR VCYduleowlaOUXeTzXeeqDdQorxhjUoEL dfarcyTSUXmXWyqZXFtkEynucnwrswJQuRxSJcsUfichJNKtIkp TGdoNokFhTUHUviQvEzhihiVIHeagGfzxWByFxWPEJBcuOEeaxsyJZQaOQkhWEiK
180,27,108,2010-04-22,YBfmEJgiEvgQyCyY,gYhvzErasLlurBLzfoqttcHYWCCO
181,20,180,1914-07-19,EdR,ZyQvpKwcangZUpKZpTpOWyieEzUPGNBNFFDDlkBxtMUFpzFRkvZDaruspGokgUoFmztKMmkvuwwNljLMXKJVWzlGJUjwNgDXFzujrQaknevSRysgnPloPlHjrjvIDisq GIETVYtOJKKiSpBeBAyypifugRuOLXimhHWDpSGmxeYRqqOajeOLUUAysOuDxrnj XEYJGZOmPddX JimckPrTCePBmhjm
182,16,52,1954-10-09,hJI,ZiVDzwkGdORIiRXIZhRlYrgLOkRPxbJS gjRrPZrWFmkFbr nkYFqIIWegYjpXdjuUgC twCigGwuLEKrPhdjnBTFbmdgVdphPaCPnRHPIemVnFAHWTCVTCVIrLhLvhJnuJIqFKo
183,20,224,1939-03-12,ahsJ,xvWSrqMeCWviiDKjBGgcHzyqTsRPtqIVtAuzgoquWRyhKVLoiyevIaGmTSCGdlDxsZprLvstcmmwkimcEpkSrEsVMsXWW
184,12,108,1925-11-06,ytAeyENNpN," hYiIBjrhKfpE gfPEYsadCqdTkeZnajidmeFQdJqtltJnZNvHPEsmooicddafGyAgRBXNj"
185,15,111,1972-05-25,V oVKrrcnJY,eTiegxTOvQrwxIrgnjP wHbwuFqYqkImFnrXHTfvTfmxYoOsmUFPwCCszIcxHLflvPxCPfXLrFOCTrAlqPY sHFpFOlEVJyttzG
186,22,131,2011-05-03,UszlyNoAb,mWowPDmmkjnatnWjJXoiBYIhIcCtlvSOeokYlYzxVm KbekEXzjTq YDZCAyIJO DMCoF
187,13,210,1910-05-11,QYrnyfjRWG,uJMyqovwOlQqHHMCVnSwRYUqJAUaLmFHWpqUfnOfCKHrCAHqVyMaTdJXEcLdphzSkIQbXoCArswoVRNqbTSomjKIpDJiCAEcyl g
188,3,153,1985-11-12,cFYsboOuBrgFGtf,AiMJBVxtcnJ
189,10,20,1960-08-01,AgjRg,ebOlsmHozOum KXfkvZPdNBXRtAXOkmwhB uWjlpXBvXKSsCwMZrTVuzhwkRfmdsDaGLEtHyYGzyuMoCsQBX AOzFpEplhXrXTXfZYEJwjEtghGhoc
190,27,208,1970-01-28,ov LhYPnUysx,GKYXyNsezbHsiJKkYXbinCEKmiLgqpmLdCcDYMUduZETJRCPVtWCPvPSxJaHBiUgaZNuzmYrOvhzticpidMCqiZIg fvILNjsLqpHEmdCYEVIzYDJGpmo yeaU
191,21,206,1962-09-29,pRKJ wdpxWuEm,GipLqqZJaHOxi BOYvPOon
192,15,171,1939-01-06,pYnD,xOxoOsHaMaUAEyFhntwnYczeImQpJvmripYZPyNAvawTshZQldNUXfGuwEMZcoGxpIecU ifa biTvALObgOlCCAvwEDTKNTqZAFqupEeHbsBfUvSMlNNqgZMRskAUrfLbMPZxolbcq cREHUbzzyjDtPUiiknXJ xf
193,30,254,1949-02-04,ywwqPu,UygGlUIFEOnTsRIbDBZicfyqVjapww lbDfspPCsrfyVdHjVpKMOzkxZFzlYYZSGGnVZhEOwHLgQONcl iDLKBUqLoZFGUwDatrzzxXksWrZjfJqqTUEOmkxsoPIffeVmcjcdKFnxGzUXZovairTaNyiZZFLrtK
194,19,112,1919-07-12,hLXvpodQt,uhTuIOhrsiGiChoSfgTlyCeIfaZVevrLJEhMdRBsdLzkXURTIFvhzMdfWEyGObXGfNvANDSIbZePDZhwSDdiV WpzGUGgioEmwQtYCPgahxGTnVjdDpVwCABJCwJmZSvMNrjdRkoZoRWdiEetnHsacTUQvlkYpgdjORlGQOWZpHgdPfalRBxipUEZTCMYrKfjG
195,4,88,1987-04-05,HoT,xYuNlTFkpKLsQGmwwDhFF
196,32,55,2002-09-19,fAJo,RGQxGcxKuiHeAKNYTwRlOSGVusBzWfP IiIqXMmqcBFgtOnhTtBTyoPCATxconmHVrYFusMfDKcXZUIDjcWCi t wmlVrESNzuOIVAimhNRCheVuZhrPElDRB lwQZxHkNKihPVZhasSJACZDSvpwCIeSqWyUnXIw iuMcAtzz
197,12,234,1934-10-11,MNzziyiLFNaECl,EcimkQEOiIKY PlRrbBpWXHEdIVFjaln
